location,pool_id,site_area_m2,pool_area_m2,pool_circumference_ft,pool_edge_ratio,edge_distance_max,restoration_year,time_since,period,depth_cm,global_id,monitor_names,transect_axis,total_transect_length,transect_notes,transect_distance_of_quadrat,side_of_transect_left_or_right,vegetation_zone,quadrat_notes,percent_bare_ground,percent_thatch,count_of_native_species_automatically_calculated,sum_of_native_cover_automatically_calculated,count_of_non_native_species_automatically_calculated,sum_of_non_native_cover_automatically_calculated,count_of_unknown_species_automatically_calculated,sum_of_unknown_cover_automatically_calculated,sum_of_all_cover_automatically_calculated,type,species,percent_cover,creation_date,quadrat_id,topo_0_m,location_pool_id
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,8a1eb7f0-c037-4e6a-b3d6-115faa70a48d,Joanna Tang,major,19,0,0,Left,edge,0,0,99,0,0,8,129,0,0,228,other,NA,0,7/9/19,west_campus_10_major_0,0.285,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,f7a71430-0c2b-434c-a803-e3e868056ff7,Joanna Tang And Alice Wen,major,19,0,2,Right,transition,0,2,91,3,93,5,10,0,0,196,native,Eleocharis_macrostachya,86,7/8/19,west_campus_10_major_2,0.225,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,f48c81cc-8879-428a-9da0-382c7a328690,Joanna Tang And Alice Wen,major,19,0,2,Right,transition,0,2,91,3,93,5,10,0,0,196,native,Eleocharis_acicularis,6,7/8/19,west_campus_10_major_2,0.225,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,074159d1-8c66-4093-a6a9-d57279379db9,Joanna Tang And Alice Wen,major,19,0,2,Right,transition,0,2,91,3,93,5,10,0,0,196,native,Grindelia_camporum,1,7/8/19,west_campus_10_major_2,0.225,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,3ce310d9-db3a-4c47-82bf-69c6b790a3c9,Joanna Tang And Alice Wen,major,19,0,2,Right,transition,0,2,91,3,93,5,10,0,0,196,native,NA,0,7/8/19,west_campus_10_major_2,0.225,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,ef78ac1f-ad8a-47e1-999a-8246c76e2421,Joanna Tang And Alice Wen,major,19,0,2,Right,transition,0,2,91,3,93,5,10,10,0,0,nonnative,Festuca_perennis,5,7/8/19,west_campus_10_major_2,0.225,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,4f333d10-047e-49db-824a-d10169504446,Joanna Tang And Alice Wen,major,19,0,2,Right,transition,0,2,91,3,93,5,10,10,0,0,nonnative,Bromus_hordeaceus,1,7/8/19,west_campus_10_major_2,0.225,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,a3366a90-5285-46dd-8971-a326dd2be3cb,Joanna Tang And Alice Wen,major,19,0,2,Right,transition,0,2,91,3,93,5,10,10,0,0,nonnative,Avena_fatua,1,7/8/19,west_campus_10_major_2,0.225,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,f79c4261-16a8-428a-83ae-7660ac36cae4,Joanna Tang And Alice Wen,major,19,0,2,Right,transition,0,2,91,3,93,5,10,10,0,0,nonnative,Hordeum_marinum,2,7/8/19,west_campus_10_major_2,0.225,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,8ef5e892-5236-44dd-b1cb-dde86a694fe9,Joanna Tang And Alice Wen,major,19,0,2,Right,transition,0,2,91,3,93,5,10,10,0,0,nonnative,Lythrum_hyssopifolia,1,7/8/19,west_campus_10_major_2,0.225,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,ac7d485c-da9a-4b68-aec4-aa1df9cd0b65,Joanna Tang And Alice Wen,major,19,0,2,Right,transition,0,2,91,3,93,5,10,0,0,196,unknown,NA,0,7/8/19,west_campus_10_major_2,0.225,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,ac0434aa-d66f-4806-8fc2-a90aa525532c,Joanna Tang And Alice Wen,major,19,0,2,Right,transition,0,2,91,3,93,5,10,0,0,196,other,NA,0,7/8/19,west_campus_10_major_2,0.225,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,becb252e-67ae-4d77-b8b6-e7d58d217b68,Joanna Tang,major,19,0,4,Left,bottom,Cysts,2,16,3,109,5,10,0,0,137,native,Eryngium_vaseyi,14,7/8/19,west_campus_10_major_4,0.13,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,c8500b60-63bb-4bc3-b1b5-a567d879779d,Joanna Tang,major,19,0,4,Left,bottom,Cysts,2,16,3,109,5,10,0,0,137,native,Eleocharis_macrostachya,91,7/8/19,west_campus_10_major_4,0.13,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,016ecf0b-4ae0-4a22-8661-42e4ad5db2cc,Joanna Tang,major,19,0,4,Left,bottom,Cysts,2,16,3,109,5,10,0,0,137,native,Eleocharis_acicularis,4,7/8/19,west_campus_10_major_4,0.13,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,4df885b3-96ba-4dac-9699-f3b9b6ca04ff,Joanna Tang,major,19,0,4,Left,bottom,Cysts,2,16,3,109,5,10,0,0,137,native,NA,0,7/8/19,west_campus_10_major_4,0.13,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,94d05399-7a6b-4ec3-bce9-2867bd4152b0,Joanna Tang,major,19,0,4,Left,bottom,Cysts,2,16,3,109,5,10,10,0,0,nonnative,Avena_fatua,1,7/8/19,west_campus_10_major_4,0.13,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,6873a998-7beb-4dfe-9863-75c51ca3841b,Joanna Tang,major,19,0,4,Left,bottom,Cysts,2,16,3,109,5,10,10,0,0,nonnative,Polypogon_monspeliensis,1,7/8/19,west_campus_10_major_4,0.13,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,023bd099-7147-482d-8635-9d889fd0891b,Joanna Tang,major,19,0,4,Left,bottom,Cysts,2,16,3,109,5,10,10,0,0,nonnative,Hordeum_marinum,1,7/8/19,west_campus_10_major_4,0.13,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,55b08d67-6e1f-4db5-8c5e-aef627baa1df,Joanna Tang,major,19,0,4,Left,bottom,Cysts,2,16,3,109,5,10,10,0,0,nonnative,Festuca_perennis,6,7/8/19,west_campus_10_major_4,0.13,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,eef69667-4b1d-476d-ae48-e32a2222c8b3,Joanna Tang,major,19,0,4,Left,bottom,Cysts,2,16,3,109,5,10,10,0,0,nonnative,Lythrum_hyssopifolia,1,7/8/19,west_campus_10_major_4,0.13,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,a07f2184-44d9-45bf-b367-3c23a6bd4f48,Joanna Tang,major,19,0,4,Left,bottom,Cysts,2,16,3,109,5,10,0,0,137,unknown,NA,0,7/8/19,west_campus_10_major_4,0.13,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,5a2091d6-8a2d-451f-97d9-fa831cbbbf4f,Joanna Tang,major,19,0,4,Left,bottom,Cysts,2,16,3,109,5,10,0,0,137,other,NA,0,7/8/19,west_campus_10_major_4,0.13,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,95551061-de2b-4bb0-b1c8-a27cdbb38ede,Joanna Tang And Alice Wen,major,19,0,6,Right,bottom,Cyst,1,12,2,91,3,19,0,0,123,native,Eleocharis_macrostachya,89,7/8/19,west_campus_10_major_6,0.05,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,6f494556-fbf6-4cfd-a322-8342241f6e8f,Joanna Tang And Alice Wen,major,19,0,6,Right,bottom,Cyst,1,12,2,91,3,19,0,0,123,native,Eryngium_vaseyi,2,7/8/19,west_campus_10_major_6,0.05,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,28fc2c0e-f106-4780-a0b5-afdcce7d4a06,Joanna Tang And Alice Wen,major,19,0,6,Right,bottom,Cyst,1,12,2,91,3,19,0,0,123,native,NA,0,7/8/19,west_campus_10_major_6,0.05,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,43a66f56-9f22-4fd6-bb26-189d703983ad,Joanna Tang And Alice Wen,major,19,0,6,Right,bottom,Cyst,1,12,2,91,3,19,19,0,0,nonnative,Hordeum_marinum,2,7/8/19,west_campus_10_major_6,0.05,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,00252421-cf93-414e-b1de-7cfb67d89402,Joanna Tang And Alice Wen,major,19,0,6,Right,bottom,Cyst,1,12,2,91,3,19,19,0,0,nonnative,Festuca_perennis,16,7/8/19,west_campus_10_major_6,0.05,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,a7381203-729a-4764-a140-0c629aa85eff,Joanna Tang And Alice Wen,major,19,0,6,Right,bottom,Cyst,1,12,2,91,3,19,19,0,0,nonnative,Polypogon_monspeliensis,1,7/8/19,west_campus_10_major_6,0.05,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,07b4efae-9ea3-40d2-83c5-5af6a9ba6e6c,Joanna Tang And Alice Wen,major,19,0,6,Right,bottom,Cyst,1,12,2,91,3,19,19,0,0,nonnative,NA,0,7/8/19,west_campus_10_major_6,0.05,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,67a1778b-5b3b-4f4f-8dfb-50e6288909b8,Joanna Tang And Alice Wen,major,19,0,6,Right,bottom,Cyst,1,12,2,91,3,19,0,0,123,unknown,NA,0,7/8/19,west_campus_10_major_6,0.05,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,36306797-1adb-4650-8ebf-eb72f2a7a619,Joanna Tang And Alice Wen,major,19,0,6,Right,bottom,Cyst,1,12,2,91,3,19,0,0,123,other,NA,0,7/8/19,west_campus_10_major_6,0.05,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,a06802ca-72d6-4a05-a5a2-2162c7890dd5,Joanna Tang,major,19,0,8,Left,bottom,Next to measuring gauge; cysts,5,8,3,97,4,13,0,0,123,native,Eleocharis_macrostachya,94,7/8/19,west_campus_10_major_8,0.035,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,9bccd35e-dd94-4c2b-bc68-32140168a123,Joanna Tang,major,19,0,8,Left,bottom,Next to measuring gauge; cysts,5,8,3,97,4,13,0,0,123,native,Eryngium_vaseyi,2,7/8/19,west_campus_10_major_8,0.035,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,5d990df0-1431-45bb-9ad7-9c0d2f615047,Joanna Tang,major,19,0,8,Left,bottom,Next to measuring gauge; cysts,5,8,3,97,4,13,0,0,123,native,Eleocharis_acicularis,1,7/8/19,west_campus_10_major_8,0.035,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,07264277-c0ac-49b1-9743-23cad26d2855,Joanna Tang,major,19,0,8,Left,bottom,Next to measuring gauge; cysts,5,8,3,97,4,13,13,0,0,nonnative,Hordeum_marinum,1,7/8/19,west_campus_10_major_8,0.035,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,806dde2c-af4c-4212-addf-3a3b028b2008,Joanna Tang,major,19,0,8,Left,bottom,Next to measuring gauge; cysts,5,8,3,97,4,13,13,0,0,nonnative,Polypogon_monspeliensis,2,7/8/19,west_campus_10_major_8,0.035,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,2405192d-81b8-4f32-8aea-7c5120bef1e7,Joanna Tang,major,19,0,8,Left,bottom,Next to measuring gauge; cysts,5,8,3,97,4,13,13,0,0,nonnative,Lythrum_hyssopifolia,1,7/8/19,west_campus_10_major_8,0.035,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,8b0a92ff-b79f-4160-b302-2883dafea931,Joanna Tang,major,19,0,8,Left,bottom,Next to measuring gauge; cysts,5,8,3,97,4,13,13,0,0,nonnative,Festuca_perennis,9,7/8/19,west_campus_10_major_8,0.035,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,fa8ec888-e724-4bdd-ae10-3631e67661ed,Joanna Tang,major,19,0,8,Left,bottom,Next to measuring gauge; cysts,5,8,3,97,4,13,0,0,123,unknown,NA,0,7/8/19,west_campus_10_major_8,0.035,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,471c6f85-c6d6-4eeb-95ec-afe78fa2baba,Joanna Tang,major,19,0,8,Left,bottom,Next to measuring gauge; cysts,5,8,3,97,4,13,0,0,123,other,NA,0,7/8/19,west_campus_10_major_8,0.035,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,2a08a70a-33f4-4e4a-b546-3972ae119141,Joanna Tang And Alice Wen,major,19,0,10,Right,bottom,0,2,6,3,100,4,7,0,0,115,native,Eleocharis_macrostachya,97,7/8/19,west_campus_10_major_10,0.01,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,3cd4e9fb-1e77-43e3-9ca9-5235c4373c21,Joanna Tang And Alice Wen,major,19,0,10,Right,bottom,0,2,6,3,100,4,7,0,0,115,native,Eryngium_vaseyi,1,7/8/19,west_campus_10_major_10,0.01,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,5dff4cae-ea75-4379-a67f-cc9bfb118855,Joanna Tang And Alice Wen,major,19,0,10,Right,bottom,0,2,6,3,100,4,7,0,0,115,native,Eleocharis_acicularis,2,7/8/19,west_campus_10_major_10,0.01,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,7188c9ad-4fea-44b2-a0e3-27e6fa4c4505,Joanna Tang And Alice Wen,major,19,0,10,Right,bottom,0,2,6,3,100,4,7,7,0,0,nonnative,Polypogon_monspeliensis,1,7/8/19,west_campus_10_major_10,0.01,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,64c6a2f1-653d-4dc6-97a9-47058992d012,Joanna Tang And Alice Wen,major,19,0,10,Right,bottom,0,2,6,3,100,4,7,7,0,0,nonnative,Hordeum_marinum,1,7/8/19,west_campus_10_major_10,0.01,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,fbb250d9-1208-41fe-bd14-6173e9455c30,Joanna Tang And Alice Wen,major,19,0,10,Right,bottom,0,2,6,3,100,4,7,7,0,0,nonnative,Festuca_perennis,4,7/8/19,west_campus_10_major_10,0.01,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,58c8311c-8de1-4031-9e97-701ac01b8e95,Joanna Tang And Alice Wen,major,19,0,10,Right,bottom,0,2,6,3,100,4,7,7,0,0,nonnative,Lythrum_hyssopifolia,1,7/8/19,west_campus_10_major_10,0.01,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,e83ddfbe-4664-42d9-9d22-f2a2f03543e7,Joanna Tang And Alice Wen,major,19,0,10,Right,bottom,0,2,6,3,100,4,7,0,0,115,unknown,NA,0,7/8/19,west_campus_10_major_10,0.01,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,d1a93b83-7586-43ea-9f1c-e4c7b22777ab,Joanna Tang And Alice Wen,major,19,0,10,Right,bottom,0,2,6,3,100,4,7,0,0,115,other,NA,0,7/8/19,west_campus_10_major_10,0.01,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,e65dec32-1efc-4de7-8c44-5ba4bb997b0e,Joanna Tang,major,19,0,12,Left,bottom,Cysts,1,4,4,146,5,9,0,0,160,native,Eryngium_vaseyi,31,7/8/19,west_campus_10_major_12,0,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,80c0d507-9b53-4362-8cca-c7c274aa6449,Joanna Tang,major,19,0,12,Left,bottom,Cysts,1,4,4,146,5,9,0,0,160,native,Eleocharis_macrostachya,85,7/8/19,west_campus_10_major_12,0,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,bf18d349-6f73-4b48-b60e-3e39aa726c5a,Joanna Tang,major,19,0,12,Left,bottom,Cysts,1,4,4,146,5,9,0,0,160,native,Distichlis_spicata,1,7/8/19,west_campus_10_major_12,0,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,de7f47a2-619f-47a7-bc99-98e277b78037,Joanna Tang,major,19,0,12,Left,bottom,Cysts,1,4,4,146,5,9,0,0,160,native,Eleocharis_acicularis,29,7/8/19,west_campus_10_major_12,0,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,8b80cc5b-81fc-448a-8d53-76594fa7a21a,Joanna Tang,major,19,0,12,Left,bottom,Cysts,1,4,4,146,5,9,9,0,0,nonnative,Plantago_lanceolata,1,7/8/19,west_campus_10_major_12,0,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,3ce7c8bd-f359-4cd3-b712-1bd4f802525e,Joanna Tang,major,19,0,12,Left,bottom,Cysts,1,4,4,146,5,9,9,0,0,nonnative,Hordeum_marinum,1,7/8/19,west_campus_10_major_12,0,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,0cfdb056-f1ec-41db-87b8-38e723739123,Joanna Tang,major,19,0,12,Left,bottom,Cysts,1,4,4,146,5,9,9,0,0,nonnative,Festuca_perennis,5,7/8/19,west_campus_10_major_12,0,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,11357463-9a2b-4575-90e6-d12b97d0f5e2,Joanna Tang,major,19,0,12,Left,bottom,Cysts,1,4,4,146,5,9,9,0,0,nonnative,Lythrum_hyssopifolia,1,7/8/19,west_campus_10_major_12,0,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,35ca6600-fc55-4f78-93d5-39b874ac29d8,Joanna Tang,major,19,0,12,Left,bottom,Cysts,1,4,4,146,5,9,9,0,0,nonnative,Polypogon_monspeliensis,1,7/8/19,west_campus_10_major_12,0,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,51feff64-7e54-4b99-ba92-70521c631650,Joanna Tang,major,19,0,12,Left,bottom,Cysts,1,4,4,146,5,9,0,0,160,unknown,NA,0,7/8/19,west_campus_10_major_12,0,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,c060274e-296e-465a-b2df-54fba6ac983a,Joanna Tang,major,19,0,12,Left,bottom,Cysts,1,4,4,146,5,9,0,0,160,other,NA,0,7/8/19,west_campus_10_major_12,0,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,e52aa40d-7fa3-4ae7-94f4-fb77a8493433,Joanna Tang And Alice Wen,major,19,0,15,Right,bottom,0,0,18,3,150,3,32,0,0,200,native,Eryngium_vaseyi,15,7/8/19,west_campus_10_major_15,0.045,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,114ffa73-d3ba-4ae2-a24d-044960a68599,Joanna Tang And Alice Wen,major,19,0,15,Right,bottom,0,0,18,3,150,3,32,0,0,200,native,Eleocharis_macrostachya,76,7/8/19,west_campus_10_major_15,0.045,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,2e9d8902-36f4-4f7e-b6aa-844149e66ab4,Joanna Tang And Alice Wen,major,19,0,15,Right,bottom,0,0,18,3,150,3,32,0,0,200,native,Eleocharis_acicularis,59,7/8/19,west_campus_10_major_15,0.045,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,8bd2a87e-05ea-46e6-af92-899d26a61eff,Joanna Tang And Alice Wen,major,19,0,15,Right,bottom,0,0,18,3,150,3,32,0,0,200,native,NA,0,7/8/19,west_campus_10_major_15,0.045,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,1a04e2a0-8019-48d0-85b4-1903039a5b12,Joanna Tang And Alice Wen,major,19,0,15,Right,bottom,0,0,18,3,150,3,32,32,0,0,nonnative,Hordeum_marinum,1,7/8/19,west_campus_10_major_15,0.045,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,69988410-1445-4a64-9f7b-ed447d4320b5,Joanna Tang And Alice Wen,major,19,0,15,Right,bottom,0,0,18,3,150,3,32,32,0,0,nonnative,Festuca_perennis,30,7/8/19,west_campus_10_major_15,0.045,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,24c55c25-2945-4435-86d8-7023aacf3f7d,Joanna Tang And Alice Wen,major,19,0,15,Right,bottom,0,0,18,3,150,3,32,32,0,0,nonnative,Avena_fatua,1,7/8/19,west_campus_10_major_15,0.045,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,f13c7c3c-cd01-405d-afee-0989ec8b2912,Joanna Tang And Alice Wen,major,19,0,15,Right,bottom,0,0,18,3,150,3,32,32,0,0,nonnative,NA,0,7/8/19,west_campus_10_major_15,0.045,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,52f92645-7add-4418-ac44-94adc92ff188,Joanna Tang And Alice Wen,major,19,0,15,Right,bottom,0,0,18,3,150,3,32,0,0,200,unknown,NA,0,7/8/19,west_campus_10_major_15,0.045,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,c553cd09-b03e-4231-9354-b1ec3f3a09b5,Joanna Tang And Alice Wen,major,19,0,15,Right,bottom,0,0,18,3,150,3,32,0,0,200,other,NA,0,7/8/19,west_campus_10_major_15,0.045,west_campus_10
west_campus,10,109564.724,98.54318457,132.5517435,0.124965231,154.1,2002,17,131,28.5,99df025b-2c73-486d-85c9-6dd109f64e5c,Joanna Tang,major,19,0,16,Left,transition,0,0,44,3,66,5,50,0,0,160,native,Eryngium_vaseyi,8,7/8/19,west_campus_10_major_16,0.055,west_campus_10
